"Ano","Unidade da Federação","Qtde Contribuintes Empregados","Quantidade de Vínculos","Vl Remuneração (R$)","Número Médio Mensal Cont Emprg","Estatísticas Cont Empregado"
"2016","São Paulo","15276221","17777186","450020213023,50","12065006","Qtde Contribuintes Empregados"
"2016","Sergipe","418362","467985","8477235346,90","329433","Qtde Contribuintes Empregados"
"2016","Distrito Federal","1033372","1174228","33767967240,63","806142","Qtde Contribuintes Empregados"
"2016","Acre","126044","141742","2317981655,56","95040","Qtde Contribuintes Empregados"
"2016","Amapá","103170","115208","1791801312,91","71277","Qtde Contribuintes Empregados"
"2016","Rondônia","342430","388566","6199656545,28","251360","Qtde Contribuintes Empregados"
"2016","Roraima","87582","100167","1548330000,28","64381","Qtde Contribuintes Empregados"
"2016","Tocantins","293707","330473","5122189804,97","220585","Qtde Contribuintes Empregados"
"2016","Ignorado","70070","95706","1226273336,43","52400","Qtde Contribuintes Empregados"
"2017","Alagoas","454101","538033","7518634655,67","335598","Qtde Contribuintes Empregados"
"2017","Amazonas","570207","659304","12207497157,95","421106","Qtde Contribuintes Empregados"
"2017","Bahia","2406022","2782464","47934319395,81","1824766","Qtde Contribuintes Empregados"
"2017","Ceará","1545854","1825954","27451529109,50","1189051","Qtde Contribuintes Empregados"
"2017","Mato Grosso do Sul","702464","879457","14613881919,00","527215","Qtde Contribuintes Empregados"
"2017","Espírito Santo","972577","1165210","21046021294,47","754850","Qtde Contribuintes Empregados"
"2017","Goiás","1635144","1979886","32917194209,75","1217760","Qtde Contribuintes Empregados"
"2017","Maranhão","667786","772313","12567635198,59","502666","Qtde Contribuintes Empregados"
"2017","Mato Grosso","943963","1165871","19347221635,09","694330","Qtde Contribuintes Empregados"
"2017","Minas Gerais","5482533","6788666","114584144907,63","4273653","Qtde Contribuintes Empregados"
"2017","Pará","1118105","1280100","22531100242,31","818417","Qtde Contribuintes Empregados"
"2017","Paraíba","607715","707058","10467208967,88","474728","Qtde Contribuintes Empregados"
"2017","Paraná","3314955","3955511","78581016079,13","2595601","Qtde Contribuintes Empregados"
"2017","Pernambuco","1611110","1873887","31099769124,41","1233804","Qtde Contribuintes Empregados"
"2017","Piauí","438019","501336","7830293557,47","342877","Qtde Contribuintes Empregados"
"2017","Rio de Janeiro","4149083","4856994","122380871749,13","3214411","Qtde Contribuintes Empregados"
"2017","Rio Grande do Norte","604139","682512","11227852529,66","470275","Qtde Contribuintes Empregados"
"2017","Rio Grande do Sul","3150000","3726620","79422023552,75","2479643","Qtde Contribuintes Empregados"
"2017","Santa Catarina","2552454","3077414","60575905971,81","2007386","Qtde Contribuintes Empregados"
"2017","São Paulo","14910977","17348300","464357751987,50","11825803","Qtde Contribuintes Empregados"
"2017","Sergipe","403294","453360","8598770022,39","317043","Qtde Contribuintes Empregados"
"2017","Distrito Federal","1001441","1143282","35181705361,63","790899","Qtde Contribuintes Empregados"
"2017","Acre","123742","140885","2404370212,60","92186","Qtde Contribuintes Empregados"
"2017","Amapá","100582","111032","1787974876,06","68542","Qtde Contribuintes Empregados"
"2017","Rondônia","331070","376871","6323556879,45","243398","Qtde Contribuintes Empregados"
"2017","Roraima","88088","101422","1628561614,56","63327","Qtde Contribuintes Empregados"
"2017","Tocantins","298602","348429","5505337829,52","222709","Qtde Contribuintes Empregados"
"2017","Ignorado","66246","87805","1213904406,44","49802","Qtde Contribuintes Empregados"
"-","-","-"
